idx,point,pointname,credate
3188,1000,교사부여,20221031
2015,590,교사부여,20221031
3842,2000,교사부여,20221031
1547,1000,교사부여,20221031
891,2000,교사부여,20221031
3915,830,교사부여,20221031
122,600,교사부여,20221031
2677,1000,교사부여,20221031
3245,2000,교사부여,20221031
2152,1000,교사부여,20221031
1295,1000,교사부여,20221031
1488,1000,교사부여,20221031
1269,1000,교사부여,20221031
558,1060,교사부여,20221031
1672,1000,교사부여,20221031
3207,1000,교사부여,20221031
699,550,교사부여,20221031
2854,1000,교사부여,20221031
109,700,교사부여,20221031
97,600,교사부여,20221031
74,730,교사부여,20221031
716,1000,교사부여,20221031
3386,1490,교사부여,20221031
3369,1000,교사부여,20221031
1119,1000,교사부여,20221031
2486,1000,교사부여,20221031
1959,1000,교사부여,20221031
1968,1000,교사부여,20221031
596,1000,교사부여,20221031
624,1000,교사부여,20221031
3734,1000,교사부여,20221031
265,700,교사부여,20221031
266,600,교사부여,20221031
1954,1000,교사부여,20221031
3920,2000,교사부여,20221031
2720,1000,교사부여,20221031
1493,1000,교사부여,20221031
1836,1110,교사부여,20221031
1112,1000,교사부여,20221031
1469,2000,교사부여,20221031
966,1000,교사부여,20221031
2155,2000,교사부여,20221031
2984,1000,교사부여,20221031
562,5000,교사부여,20221031
433,600,교사부여,20221031
2382,1000,교사부여,20221031
2573,1000,교사부여,20221031
2821,1000,교사부여,20221031
1468,1000,교사부여,20221031
73,700,교사부여,20221031
526,5000,교사부여,20221031
2626,1000,교사부여,20221031
1510,1000,교사부여,20221031
1489,1000,교사부여,20221031
3069,700,교사부여,20221031
1294,1000,교사부여,20221031
673,1000,교사부여,20221031
3334,1000,교사부여,20221031
2741,1000,교사부여,20221031
1241,800,교사부여,20221031
759,1000,교사부여,20221031
1195,1500,교사부여,20221031
2897,1000,교사부여,20221031
3873,1000,교사부여,20221031
3091,1000,교사부여,20221031
91,5000,교사부여,20221031
2498,20000,교사부여,20221031
1965,1000,교사부여,20221031
91,30000,교사부여,20221031
91,15000,교사부여,20221031
1910,1000,교사부여,20221031
2527,30000,교사부여,20221031
1667,1000,교사부여,20221031
3447,1000,교사부여,20221031
642,1000,교사부여,20221031
1945,1000,교사부여,20221031
283,1000,교사부여,20221031
2544,1050,교사부여,20221031
2443,1000,교사부여,20221031
3352,1000,교사부여,20221031
3444,1800,교사부여,20221031
2499,1000,교사부여,20221031
3638,1000,교사부여,20221031
861,1000,친구추천 회원가입,20221031
2437,1000,친구추천,20221031
2605,1000,친구추천 회원가입,20221031
767,1000,교사부여,20221031
1461,1000,교사부여,20221031
1798,1000,친구추천 회원가입,20221031
2173,1000,회원가입 추천,20221031
587,1000,친구추천,20221031
2929,1000,친구추천 회원가입,20221031
1944,1000,친구추천 회원가입,20221031
63,1000,회원가입 추천,20221031
2545,1000,친구추천 회원가입,20221031
3907,1000,친구추천,20221031
1935,1000,친구추천 회원가입,20221031
3158,1000,친구추천,20221031
538,1000,친구추천,20221031
1267,2000,교사부여,20221031
504,1000,친구추천,20221031
373,1000,친구추천,20221031
35,1000,친구추천,20221031
2310,1000,친구추천 회원가입,20221031
237,1000,친구추천,20221031
1947,1000,친구추천 회원가입,20221031
1379,1000,친구추천 회원가입,20221031
1754,1000,회원가입 추천,20221031
2395,1000,친구추천,20221031
40,1000,회원가입 추천,20221031
390,1000,친구추천,20221031
463,1000,친구추천,20221031
463,1000,회원가입 추천,20221031
2864,1000,친구추천 회원가입,20221031
3291,1000,친구추천 회원가입,20221031
243,1000,친구추천,20221031
243,1000,회원가입 추천,20221031
3713,1000,친구추천,20221031
3201,1000,친구추천,20221031
144,1000,회원가입 추천,20221031
1320,1000,친구추천,20221031
144,1000,친구추천,20221031
2263,1000,친구추천 회원가입,20221031
28,1000,친구추천,20221031
2289,1000,친구추천,20221031
28,1000,친구추천,20221031
3166,1000,친구추천,20221031
2188,1000,교사부여,20221031
221,1000,회원가입 추천,20221031
59,1000,회원가입 추천,20221031
191,1000,친구추천,20221031
1538,1000,친구추천 회원가입,20221031
446,1000,친구추천,20221031
378,1000,친구추천,20221031
1129,1000,회원가입 추천,20221031
581,1000,친구추천,20221031
2112,1000,친구추천,20221031
2687,1000,회원가입 추천,20221031
194,1000,회원가입 추천,20221031
24,1000,회원가입 추천,20221031
2325,1000,친구추천 회원가입,20221031
3596,1000,친구추천 회원가입,20221031
92,1000,친구추천,20221031
3108,1000,회원가입 추천,20221031
422,1000,친구추천 회원가입,20221031
92,1000,친구추천,20221031
1716,1000,회원가입 추천,20221031
612,1000,친구추천 회원가입,20221031
3098,1000,친구추천,20221031
460,1000,친구추천,20221031
96,1000,회원가입 추천,20221031
2269,1000,친구추천 회원가입,20221031
1675,1000,친구추천 회원가입,20221031
1629,1000,친구추천,20221031
460,1000,친구추천,20221031
2154,1000,친구추천 회원가입,20221031
1981,1000,친구추천 회원가입,20221031
372,1000,친구추천 회원가입,20221031
3128,1000,친구추천 회원가입,20221031
170,1000,교사부여,20221031
36,1000,교사부여,20221031
2280,1000,교사부여,20221031
3472,1000,친구추천,20221031
520,1000,친구추천,20221031
833,1000,회원가입 추천,20221031
37,1000,친구추천,20221031
559,1000,회원가입 추천,20221031
2147,1000,친구추천 회원가입,20221031
3763,956,교사부여,20221031
273,1000,(북클럽) 북클럽 -> 초등 전환,20221031
710,1000,친구추천 회원가입,20221031
191,1000,회원가입 추천,20221031
776,1000,친구추천 회원가입,20221031
1737,1200,(북클럽) 북클럽 -> 초등 전환,20221031
74,1000,친구추천 회원가입,20221031
603,1000,친구추천,20221031
2364,1000,교사부여,20221031
221,1000,친구추천,20221031
3238,1000,친구추천 회원가입,20221031
2638,1000,회원가입 추천,20221031
3293,1000,회원가입 추천,20221031
622,1000,친구추천,20221031
2332,1000,친구추천 회원가입,20221031
3211,2000,교사부여,20221031
3694,1000,친구추천,20221031
1631,1000,친구추천,20221031
2679,900,교사부여,20221031
3592,1000,친구추천,20221031
436,1000,친구추천,20221031
3210,1000,친구추천 회원가입,20221031
37,1000,친구추천,20221031
436,1000,회원가입 추천,20221031
155,1000,친구추천 회원가입,20221031
2,1000,회원가입 추천,20221031
362,1000,친구추천,20221031
2619,1000,친구추천 회원가입,20221031
3092,1000,친구추천 회원가입,20221031
2756,1000,친구추천 회원가입,20221031
1433,1000,친구추천 회원가입,20221031
1827,1000,친구추천,20221031
1918,1273,(북클럽) 북클럽 -> 초등 전환,20221031
1193,1000,회원가입 추천,20221031
5,1000,회원가입 추천,20221031
3212,1000,친구추천,20221031
2732,1000,회원가입 추천,20221031
3517,1000,교사부여,20221031
1421,1000,친구추천 회원가입,20221031
685,1000,회원가입 추천,20221031
3711,1000,교사부여,20221031
1188,1000,교사부여,20221031
3178,1000,친구추천 회원가입,20221031
610,1000,친구추천,20221031
903,1000,회원가입 추천,20221031
3331,2000,(북클럽) 북클럽 -> 초등 전환,20221031
202,1000,친구추천,20221031
2,1000,회원가입 추천,20221031
2424,1000,친구추천 회원가입,20221031
1929,1000,친구추천 회원가입,20221031
3822,1000,친구추천 회원가입,20221031
34,1000,회원가입 추천,20221031
2668,1000,친구추천,20221031
1424,1000,친구추천,20221031
2609,1000,교사부여,20221031
96,1000,친구추천,20221031
1557,1000,교사부여,20221031
2398,1000,친구추천,20221031
2261,1000,친구추천 회원가입,20221031
1284,1000,친구추천 회원가입,20221031
2374,1000,친구추천 회원가입,20221031
202,1000,회원가입 추천,20221031
631,1000,친구추천 회원가입,20221031
839,1000,회원가입 추천,20221031
3485,1000,친구추천 회원가입,20221031
22,1000,회원가입 추천,20221031
2060,1000,친구추천 회원가입,20221031
12,1000,회원가입 추천,20221031
1351,1000,친구추천 회원가입,20221031
2561,1000,친구추천,20221031
2328,1000,친구추천 회원가입,20221031
3718,1000,친구추천 회원가입,20221031
2186,1000,회원가입 추천,20221031
3892,1000,교사부여,20221031
551,1000,친구추천,20221031
254,1000,친구추천,20221031
856,1000,친구추천 회원가입,20221031
18,1000,친구추천,20221031
3606,30000,교사부여,20221031
3374,1000,친구추천 회원가입,20221031
3404,1000,교사부여,20221031
2665,5000,교사부여,20221031
18,1000,친구추천,20221031
3847,1000,친구추천 회원가입,20221031
298,1000,회원가입 추천,20221031
15,1000,회원가입 추천,20221031
57,1000,회원가입 추천,20221031
396,1000,친구추천,20221031
550,1005,(북클럽) 북클럽 -> 초등 전환,20221031
1326,1000,친구추천,20221031
743,1000,친구추천 회원가입,20221031
983,1000,친구추천 회원가입,20221031
2175,1000,친구추천 회원가입,20221031
195,1000,교사부여,20221031
1641,1000,친구추천 회원가입,20221031
298,1000,친구추천,20221031
1678,1000,교사부여,20221031
1481,1000,교사부여,20221031
3588,1000,교사부여,20221031
514,1000,교사부여,20221031
2655,4700,교사부여,20221031
3024,1000,교사부여,20221031
1254,1000,교사부여,20221031
684,2000,교사부여,20221031
787,905,교사부여,20221031
2774,1000,교사부여,20221031
3815,1000,교사부여,20221031
363,1000,교사부여,20221031
1399,1000,친구추천,20221031
3019,1500,교사부여,20221031
1604,1000,회원가입 추천,20221031
4,1000,회원가입 추천,20221031
3712,1000,친구추천 회원가입,20221031
2214,1000,교사부여,20221031
1887,1000,친구추천 회원가입,20221031
2324,1000,친구추천,20221031
1211,1000,친구추천,20221031
1878,1000,교사부여,20221031
11,1000,친구추천,20221031
1652,1000,친구추천 회원가입,20221031
2452,1000,교사부여,20221031
3529,1000,회원가입 추천,20221031
1845,9000,프라임 존 환불,20221031
758,1000,친구추천 회원가입,20221031
3377,1000,교사부여,20221031
3632,1000,친구추천 회원가입,20221031
319,1000,회원가입 추천,20221031
319,1000,친구추천,20221031
513,1000,친구추천 회원가입,20221031
3547,1000,친구추천 회원가입,20221031
1386,1000,친구추천 회원가입,20221031
1247,1000,친구추천,20221031
252,1000,친구추천,20221031
3667,1000,교사부여,20221031
709,1000,회원가입 추천,20221031
2674,1000,친구추천 회원가입,20221031
446,1000,회원가입 추천,20221031
237,1000,회원가입 추천,20221031
755,1000,친구추천,20221031
3117,1000,친구추천 회원가입,20221031
1184,1000,친구추천 회원가입,20221031
3594,1000,친구추천,20221031
2611,1000,회원가입 추천,20221031
70,1000,친구추천,20221031
2000,1000,친구추천,20221031
2376,1000,회원가입 추천,20221031
48,1000,회원가입 추천,20221031
537,1000,친구추천 회원가입,20221031
1089,1000,친구추천 회원가입,20221031
2775,1000,친구추천 회원가입,20221031
2866,1000,교사부여,20221031
2330,1000,회원가입 추천,20221031
2779,1000,친구추천 회원가입,20221031
1729,1000,친구추천,20221031
2829,1000,친구추천,20221031
1707,1000,친구추천 회원가입,20221031
2623,1000,교사부여,20221031
1085,1000,회원가입 추천,20221031
3255,1000,친구추천 회원가입,20221031
1872,1000,친구추천 회원가입,20221031
71,1000,회원가입 추천,20221031
1060,1000,친구추천 회원가입,20221031
2018,1000,친구추천 회원가입,20221031
1674,1000,교사부여,20221031
70,1000,친구추천,20221031
1755,1000,회원가입 추천,20221031
1291,1000,회원가입 추천,20221031
2727,1000,친구추천 회원가입,20221031
390,1000,회원가입 추천,20221031
252,1000,회원가입 추천,20221031
3353,1000,친구추천 회원가입,20221031
121,1000,교사부여,20221031
392,1000,친구추천,20221031
2764,1000,친구추천 회원가입,20221031
408,1000,회원가입 추천,20221031
3094,1000,친구추천 회원가입,20221031
950,1000,친구추천 회원가입,20221031
302,1000,회원가입 추천,20221031
357,1000,회원가입 추천,20221031
3673,1000,회원가입 추천,20221031
2210,1000,친구추천 회원가입,20221031
29,1000,회원가입 추천,20221031
651,1000,친구추천 회원가입,20221031
128,1000,회원가입 추천,20221031
120,1000,친구추천,20221031
3861,1000,(북클럽) 북클럽 -> 초등 전환,20221031
76,1000,회원가입 추천,20221031
16,1000,친구추천,20221031
242,1000,친구추천,20221031
214,1000,친구추천,20221031
76,1000,회원가입 추천,20221031
3862,1000,친구추천 회원가입,20221031
2835,1000,회원가입 추천,20221031
1903,1000,친구추천,20221031
303,1000,친구추천,20221031
1109,1000,친구추천,20221031
3349,1000,친구추천 회원가입,20221031
408,1000,친구추천,20221031
194,1000,친구추천,20221031
120,1000,회원가입 추천,20221031
940,1000,친구추천,20221031
3823,1000,교사부여,20221031
260,1000,친구추천 회원가입,20221031
1027,1000,친구추천 회원가입,20221031
1732,1000,친구추천 회원가입,20221031
799,1000,친구추천,20221031
24,1000,회원가입 추천,20221031
200,1000,친구추천 회원가입,20221031
92,1000,친구추천,20221031
80,1000,친구추천,20221031
214,1000,회원가입 추천,20221031
3192,1000,친구추천,20221031
3707,1000,친구추천 회원가입,20221031
76,1000,친구추천,20221031
410,1000,친구추천 회원가입,20221031
864,1000,회원가입 추천,20221031
3102,1000,친구추천 회원가입,20221031
293,1000,친구추천,20221031
559,1000,회원가입 추천,20221031
479,1000,친구추천,20221031
2354,1000,친구추천 회원가입,20221031
149,1000,친구추천,20221031
2745,1000,교사부여,20221031
1014,1000,친구추천,20221031
149,1000,회원가입 추천,20221031
563,1000,친구추천 회원가입,20221031
968,1000,친구추천,20221031
1970,1000,회원가입 추천,20221031
3779,1000,회원가입 추천,20221031
721,1000,교사부여,20221031
1158,5000,교사부여,20221031
209,1000,친구추천,20221031
786,1000,친구추천 회원가입,20221031
3589,1000,친구추천 회원가입,20221031
2242,1000,교사부여,20221031
3127,1000,회원가입 추천,20221031
2,1000,회원가입 추천,20221031
25,1000,회원가입 추천,20221031
79,1000,친구추천,20221031
2,1000,회원가입 추천,20221031
62,1000,친구추천,20221031
659,1000,친구추천 회원가입,20221031
190,1000,친구추천 회원가입,20221031
610,1000,회원가입 추천,20221031
209,1000,회원가입 추천,20221031
520,1000,회원가입 추천,20221031
387,1000,친구추천,20221031
3300,576,(북클럽) 북클럽 -> 초등 전환,20221031
1051,1000,친구추천 회원가입,20221031
3650,1000,친구추천 회원가입,20221031
2361,1000,친구추천,20221031
186,1000,친구추천 회원가입,20221031
2507,1000,친구추천 회원가입,20221031
1548,1000,친구추천,20221031
318,1000,회원가입 추천,20221031
2891,1000,친구추천,20221031
2500,1000,회원가입 추천,20221031
590,1000,회원가입 추천,20221031
485,1000,교사부여,20221031
1601,1000,친구추천,20221031
583,1000,친구추천,20221031
485,1000,교사부여,20221031
590,1000,친구추천,20221031
1829,1000,친구추천,20221031
94,1000,회원가입 추천,20221031
1010,1000,친구추천 회원가입,20221031
500,1000,친구추천 회원가입,20221031
3189,1000,친구추천 회원가입,20221031
387,1000,회원가입 추천,20221031
94,1000,회원가입 추천,20221031
1458,1000,친구추천,20221031
26,1000,회원가입 추천,20221031
2510,1000,교사부여,20221031
503,1000,친구추천 회원가입,20221031
3006,1000,친구추천,20221031
277,1000,친구추천 회원가입,20221031
707,1000,친구추천,20221031
57,1000,회원가입 추천,20221031
2850,1000,친구추천,20221031
2664,1000,친구추천,20221031
2809,1000,친구추천 회원가입,20221031
3902,1000,회원가입 추천,20221031
18,1000,친구추천,20221031
301,1000,친구추천,20221031
3061,1000,친구추천 회원가입,20221031
15,1000,회원가입 추천,20221031
188,1000,회원가입 추천,20221031
450,1000,회원가입 추천,20221031
188,1000,친구추천,20221031
580,1000,친구추천,20221031
580,1000,회원가입 추천,20221031
8,1000,회원가입 추천,20221031
2399,1000,친구추천 회원가입,20221031
562,1000,친구추천 회원가입,20221031
1850,1000,친구추천 회원가입,20221031
860,1000,친구추천 회원가입,20221031
450,1000,친구추천,20221031
19,1000,회원가입 추천,20221031
955,1313,(북클럽) 북클럽 -> 초등 전환,20221031
3512,1000,친구추천 회원가입,20221031
303,1000,회원가입 추천,20221031
293,1000,회원가입 추천,20221031
583,1000,회원가입 추천,20221031
94,1000,회원가입 추천,20221031
1124,1000,친구추천 회원가입,20221031
2058,1000,친구추천 회원가입,20221001
1864,1000,회원가입 추천,20221001
2865,1000,친구추천 회원가입,20221001
1288,1000,친구추천,20221001
2800,1000,친구추천,20221001
3570,1000,회원가입 추천,20221001
205,1000,회원가입 추천,20221001
2410,1000,교사부여,20221001
3532,1000,교사부여,20221001
1636,2000,교사부여,20221001
3468,1000,교사부여,20221001
2319,1000,교사부여,20221001
2778,1000,교사부여,20221001
2688,2000,교사부여,20221001
1008,503,(북클럽) 북클럽 -> 초등 전환,20221001
2081,5000,교사부여,20221001
1152,1000,교사부여,20221001
2362,1000,교사부여,20221001
1855,1000,교사부여,20221001
3145,1000,교사부여,20221001
3341,5000,교사부여,20221001
2793,5000,교사부여,20221001
756,1000,교사부여,20221001
258,1000,교사부여,20221001
724,1000,교사부여,20221001
1735,1000,교사부여,20221001
2350,1000,교사부여,20221001
1539,2000,교사부여,20221001
2345,503,(북클럽) 북클럽 -> 초등 전환,20221001
826,1000,교사부여,20221002
2446,2000,교사부여,20221002
330,1000,회원가입 추천,20221002
169,1000,회원가입 추천,20221002
2497,1000,친구추천 회원가입,20221002
3183,1000,친구추천,20221002
1463,1000,회원가입 추천,20221003
3440,1000,친구추천,20221003
566,1000,친구추천 회원가입,20221003
2091,1000,회원가입 추천,20221003
140,1000,회원가입 추천,20221003
2855,783,(북클럽) 북클럽 -> 초등 전환,20221003
977,768,(북클럽) 북클럽 -> 초등 전환,20221003
1113,548,(북클럽) 북클럽 -> 초등 전환,20221003
264,1000,교사부여,20221003
207,1000,교사부여,20221003
566,1000,교사부여,20221003
207,1000,교사부여,20221003
233,1000,교사부여,20221003
2681,5000,교사부여,20221003
1171,788,(북클럽) 북클럽 -> 초등 전환,20221003
926,628,(북클럽) 북클럽 -> 초등 전환,20221003
264,1000,교사부여,20221003
1432,1000,교사부여,20221003
107,2000,교사부여,20221003
936,1000,교사부여,20221003
3631,2000,교사부여,20221003
44,1000,교사부여,20221003
44,1000,교사부여,20221003
3419,1188,(북클럽) 북클럽 -> 초등 전환,20221003
1339,1000,교사부여,20221004
1985,1000,교사부여,20221004
2570,5000,교사부여,20221004
2086,1000,교사부여,20221004
189,2000,교사부여,20221004
3767,1000,교사부여,20221004
1234,10000,교사부여,20221004
949,3000,교사부여,20221004
3065,1000,교사부여,20221004
2629,1000,교사부여,20221004
811,1000,교사부여,20221004
1331,1000,교사부여,20221004
2946,1000,교사부여,20221004
814,1000,교사부여,20221004
2233,3000,교사부여,20221004
2100,2000,교사부여,20221004
865,1000,교사부여,20221004
3491,1000,교사부여,20221004
1423,2000,교사부여,20221004
1949,2000,교사부여,20221004
2689,5000,교사부여,20221004
473,5000,교사부여,20221004
946,1000,교사부여,20221004
1634,1000,교사부여,20221004
1685,1000,교사부여,20221004
1397,1000,교사부여,20221004
3656,1000,교사부여,20221004
705,1000,교사부여,20221004
2087,2000,교사부여,20221004
3620,1000,교사부여,20221004
189,1000,교사부여,20221004
464,2000,교사부여,20221004
2064,1000,교사부여,20221004
2728,1000,교사부여,20221004
2165,5000,교사부여,20221004
215,1000,교사부여,20221004
567,5000,교사부여,20221004
1368,1000,교사부여,20221004
473,5000,교사부여,20221004
1825,1000,교사부여,20221004
1041,2000,교사부여,20221004
1258,1000,교사부여,20221004
1594,2000,교사부여,20221004
3395,1000,교사부여,20221004
508,1000,교사부여,20221004
2996,1000,교사부여,20221004
2768,1000,교사부여,20221004
514,1000,교사부여,20221004
2550,1000,교사부여,20221004
508,1500,교사부여,20221004
3930,5000,교사부여,20221004
3559,1000,교사부여,20221004
2143,1000,교사부여,20221004
616,1000,교사부여,20221004
3870,1000,교사부여,20221004
1662,1000,교사부여,20221004
440,1000,교사부여,20221004
1598,5000,교사부여,20221004
2168,2000,교사부여,20221004
2924,5000,교사부여,20221004
718,2000,교사부여,20221004
592,5000,교사부여,20221004
2676,5000,교사부여,20221004
527,2000,교사부여,20221004
2947,2000,교사부여,20221004
3608,2000,교사부여,20221004
2387,3000,교사부여,20221004
1790,1000,교사부여,20221004
879,5000,교사부여,20221004
527,5000,교사부여,20221004
1425,1050,교사부여,20221004
3474,2000,교사부여,20221004
770,2000,교사부여,20221004
1782,1000,교사부여,20221004
2259,2000,교사부여,20221004
1577,5000,교사부여,20221004
2721,1000,교사부여,20221004
2008,1000,교사부여,20221004
2357,3000,교사부여,20221004
1475,1000,교사부여,20221004
2666,5000,교사부여,20221004
3887,1000,교사부여,20221004
3317,5000,교사부여,20221004
3027,3000,교사부여,20221004
1573,1000,교사부여,20221004
2187,1000,교사부여,20221004
840,600,교사부여,20221004
3460,2000,교사부여,20221004
2671,600,교사부여,20221004
3896,2000,교사부여,20221004
3391,5000,교사부여,20221004
832,2000,교사부여,20221004
810,2000,교사부여,20221004
3603,1000,교사부여,20221004
1531,1000,교사부여,20221004
2459,600,교사부여,20221004
3717,1000,교사부여,20221004
432,1700,교사부여,20221004
215,1000,친구추천 회원가입,20221004
4,1000,회원가입 추천,20221004
3810,1000,친구추천,20221004
3648,1000,친구추천 회원가입,20221004
1252,1000,친구추천,20221004
55,1000,회원가입 추천,20221004
3186,1000,친구추천 회원가입,20221004
1912,1000,친구추천 회원가입,20221004
608,1000,친구추천 회원가입,20221004
309,1000,친구추천 회원가입,20221004
638,1000,회원가입 추천,20221004
963,1000,친구추천,20221004
98,1000,친구추천,20221004
3049,1000,친구추천 회원가입,20221004
3819,1000,친구추천 회원가입,20221004
1253,1000,친구추천 회원가입,20221004
2973,1000,친구추천,20221004
3364,1000,친구추천,20221004
1182,1000,친구추천 회원가입,20221004
3016,1000,친구추천,20221004
766,1000,친구추천,20221004
3644,1000,친구추천 회원가입,20221004
1555,1000,친구추천,20221004
3868,1000,친구추천,20221004
1048,1000,친구추천,20221004
2902,1000,회원가입 추천,20221004
2921,1000,친구추천,20221004
98,1000,회원가입 추천,20221004
316,1000,친구추천 회원가입,20221004
3614,1000,친구추천,20221004
2994,1000,친구추천 회원가입,20221004
64,1000,친구추천,20221004
3318,1000,친구추천 회원가입,20221004
140,1000,회원가입 추천,20221004
2603,1000,친구추천 회원가입,20221004
880,1000,친구추천,20221004
75,1000,친구추천,20221004
49,1000,회원가입 추천,20221004
86,1000,회원가입 추천,20221004
1487,1000,친구추천 회원가입,20221004
253,1000,회원가입 추천,20221004
2049,1000,친구추천 회원가입,20221004
1673,1000,친구추천 회원가입,20221004
2765,1000,친구추천,20221004
1477,1000,친구추천,20221004
267,1000,친구추천 회원가입,20221004
524,1000,친구추천 회원가입,20221004
2617,1000,친구추천 회원가입,20221004
3195,1000,회원가입 추천,20221004
420,1000,회원가입 추천,20221004
2347,1000,친구추천,20221004
3160,1000,친구추천,20221004
349,1000,회원가입 추천,20221004
2967,1000,친구추천,20221004
3312,1000,친구추천,20221004
124,1000,친구추천 회원가입,20221004
1168,1000,친구추천 회원가입,20221004
50,1000,친구추천,20221004
3692,1000,회원가입 추천,20221004
808,1000,친구추천,20221004
47,1000,회원가입 추천,20221004
102,1000,회원가입 추천,20221004
47,1000,회원가입 추천,20221004
420,1000,회원가입 추천,20221004
135,1000,친구추천 회원가입,20221004
904,1000,교사부여,20221004
813,2000,교사부여,20221004
2457,1000,교사부여,20221004
2782,1000,교사부여,20221004
158,5000,교사부여,20221004
1758,1000,교사부여,20221004
309,1000,교사부여,20221004
3617,600,교사부여,20221004
3716,1000,교사부여,20221004
2908,3000,교사부여,20221004
3257,1000,교사부여,20221004
245,600,교사부여,20221004
151,600,교사부여,20221004
114,600,교사부여,20221004
3535,1000,교사부여,20221004
1062,1000,교사부여,20221004
2586,1300,교사부여,20221004
994,2000,교사부여,20221004
3036,1000,교사부여,20221004
2099,2000,교사부여,20221004
267,1000,교사부여,20221004
2969,1000,교사부여,20221004
3840,1000,교사부여,20221004
735,1000,교사부여,20221004
775,1000,교사부여,20221004
3788,2000,교사부여,20221004
203,1000,교사부여,20221004
807,580,(북클럽) 북클럽 -> 초등 전환,20221004
2360,787,(북클럽) 북클럽 -> 초등 전환,20221004
2831,12500,간식타임 환불,20221004
608,1000,교사부여,20221004
1172,2000,교사부여,20221004
1345,1000,교사부여,20221004
3759,1000,교사부여,20221004
3680,1000,교사부여,20221004
2318,4000,교사부여,20221004
1219,1000,교사부여,20221004
887,1000,교사부여,20221004
3652,1000,교사부여,20221004
2950,1000,교사부여,20221004
1993,11000,간식타임 환불,20221004
3022,2000,교사부여,20221004
3884,1000,교사부여,20221004
889,5000,교사부여,20221004
1849,1000,교사부여,20221004
1373,1500,교사부여,20221004
286,2000,교사부여,20221004
3086,1000,교사부여,20221004
2591,1800,교사부여,20221004
158,10000,교사부여,20221004
3800,1000,교사부여,20221004
1341,2000,교사부여,20221004
3459,600,교사부여,20221004
768,2000,교사부여,20221004
1000,800,교사부여,20221004
524,1000,교사부여,20221004
3539,600,교사부여,20221004
3286,1000,교사부여,20221004
1861,1000,교사부여,20221004
135,2000,교사부여,20221004
2174,1300,교사부여,20221004
2820,600,교사부여,20221004
3241,1000,교사부여,20221004
2695,610,교사부여,20221004
3789,1000,교사부여,20221004
1435,1000,교사부여,20221004
66,1000,친구추천,20221005
641,1000,친구추천,20221005
3558,1000,친구추천 회원가입,20221005
3018,1000,교사부여,20221005
1676,1000,친구추천,20221005
1560,1000,친구추천,20221005
1622,1000,교사부여,20221005
2685,1000,교사부여,20221005
1609,5000,교사부여,20221005
373,1000,친구추천,20221005
1868,20000,교사부여,20221005
2346,1000,교사부여,20221005
2784,2000,교사부여,20221005
1909,2000,교사부여,20221005
798,1000,친구추천,20221005
1509,600,교사부여,20221005
3431,1000,친구추천 회원가입,20221005
3518,2000,교사부여,20221005
2554,1000,교사부여,20221005
24,1000,회원가입 추천,20221005
348,1000,친구추천,20221005
3075,1000,친구추천 회원가입,20221005
286,1000,친구추천 회원가입,20221005
3640,1000,교사부여,20221005
1203,1000,교사부여,20221005
3695,20000,교사부여,20221005
2226,1000,교사부여,20221005
27,1000,친구추천,20221005
3877,1000,교사부여,20221005
32,1000,회원가입 추천,20221005
348,1000,회원가입 추천,20221005
27,1000,회원가입 추천,20221005
238,1000,회원가입 추천,20221005
2701,1000,교사부여,20221005
1844,1500,교사부여,20221005
3934,2000,교사부여,20221005
1143,1000,친구추천,20221005
98,1000,회원가입 추천,20221005
6,1000,회원가입 추천,20221005
2518,1000,친구추천 회원가입,20221005
3099,1000,교사부여,20221005
1056,1000,친구추천 회원가입,20221005
43,1000,회원가입 추천,20221005
2404,1000,친구추천 회원가입,20221005
920,2000,교사부여,20221005
2830,5000,교사부여,20221005
406,1000,교사부여,20221005
2960,2000,교사부여,20221005
10,1000,회원가입 추천,20221005
930,2000,교사부여,20221005
3345,1000,친구추천 회원가입,20221005
1779,1000,교사부여,20221005
2297,2000,교사부여,20221005
1146,1000,친구추천,20221005
2016,1000,교사부여,20221005
2691,1000,교사부여,20221005
27,1000,친구추천,20221005
982,1000,친구추천 회원가입,20221005
1410,1000,친구추천,20221005
151,600,교사부여,20221005
3328,1000,회원가입 추천,20221005
3556,1000,친구추천,20221005
2370,1000,회원가입 추천,20221005
2746,1000,회원가입 추천,20221005
3262,2000,교사부여,20221005
2753,1000,친구추천,20221005
1212,2000,교사부여,20221005
2172,1000,친구추천,20221005
3566,1000,친구추천,20221005
3267,1000,친구추천,20221005
2975,1000,회원가입 추천,20221005
2789,1000,친구추천,20221005
157,1000,친구추천,20221005
1834,1000,친구추천 회원가입,20221005
2189,1000,교사부여,20221005
3338,1000,친구추천,20221005
2844,600,교사부여,20221005
3124,1000,친구추천,20221005
1309,1000,친구추천 회원가입,20221005
1084,1000,교사부여,20221005
245,600,교사부여,20221005
2896,1000,친구추천 회원가입,20221005
1752,1000,친구추천 회원가입,20221005
114,600,교사부여,20221005
2429,5000,교사부여,20221005
2379,1000,친구추천 회원가입,20221005
56,1000,회원가입 추천,20221005
3674,1000,교사부여,20221005
3792,2000,교사부여,20221005
1505,2000,교사부여,20221005
970,1000,교사부여,20221005
22,1000,회원가입 추천,20221005
1308,1000,친구추천,20221005
922,1000,친구추천 회원가입,20221005
2634,1000,교사부여,20221005
2997,1000,교사부여,20221005
